"AdmiClusterLayer__c","Area_kort__c","Attribute__c","Enddate__c","Name","Name_short__c","OE_code__c","Push_Notification_Group_Rem_Conf_Sch__c","RecordTypeId","Sap_id__c","Startdate__c"
"","t Operatie Nacht","TM","2999-12-31","Depot Operatie Nacht","DPOP-O-N","13494","false","01230000000bdAnAAI","51008323","2013-04-15"
"","ilanden-4331K","TM","2999-12-31","BT-Eilanden-4331K","BT-4331K","13520","false","01230000000bdAnAAI","51008366","2013-05-01"
"","ilanden-4335E","TM","2999-12-31","BT-Eilanden-4335E","BT-4335E","13521","false","01230000000bdAnAAI","51008367","2013-05-01"
"","ilanden-4341M","TM","2999-12-31","BT-Eilanden-4341M","BT-4341M","13522","false","01230000000bdAnAAI","51008368","2013-05-01"
"","ilanden-4365A","TM","2999-12-31","BT-Eilanden-4365A","BT-4365A","13523","false","01230000000bdAnAAI","51008369","2013-05-01"
"","ilanden-4381G","TM","2999-12-31","BT-Eilanden-4381G","BT-4381G","13524","false","01230000000bdAnAAI","51008370","2013-05-01"
"","ilanden-4384C","TM","2999-12-31","BT-Eilanden-4384C","BT-4384C","13525","false","01230000000bdAnAAI","51008371","2013-05-01"
"","DB-TL01","TML","2999-12-31","VB-MDB-TL01","VB-MDB-TL01","","false","012a0000001ZQt4AAG","51008377","2013-05-01"
"","DB-TL02","TML","2999-12-31","VB-MDB-TL02","VB-MDB-TL02","","false","012a0000001ZQt4AAG","51008378","2013-05-01"
"","DB-11","TM","2999-12-31","VB-MDB-11","VB-MDB-11","13533","false","01230000000bdAnAAI","51008380","2013-05-01"
"","DB-13","TM","2999-12-31","VT-MDB-13","VB-MDB-13","13535","false","01230000000bdAnAAI","51008382","2013-05-01"
"","DB01","TM","2999-12-31","VB-MDB01","VB-MDB-01","13536","false","01230000000bdAnAAI","51008383","2013-05-01"
"","DB03","TM","2999-12-31","VB-MDB03","VB-MDB-03","13538","false","01230000000bdAnAAI","51008385","2013-05-01"
"","W-TL01","TML","2999-12-31","VB-LW-TL01","VB-LW-TL01","","false","012a0000001ZQt4AAG","51008392","2013-05-01"
"","T-8932D","TM","2999-12-31","GN BT-8932D","BT-8932D","13547","false","01230000000bdAnAAI","51008394","2013-05-01"
"","T-9001L","TM","2999-12-31","GN BT-9001L","BT-9001L","13548","false","01230000000bdAnAAI","51008395","2013-05-01"
"","T-9084A","TM","2999-12-31","GN BT-9084A","BT-9084A","13549","false","01230000000bdAnAAI","51008396","2013-05-01"
"","T-8921X","TM","2999-12-31","GN BT-8921X","BT-8921X","13550","false","01230000000bdAnAAI","51008397","2013-05-01"
"","BT-8911H","TM","2999-12-31","FRSL BT-8911H","BT-8911H","13552","false","01230000000bdAnAAI","51008399","2013-05-01"
"","T-9051B","TM","2999-12-31","GN BT-9051B","BT-9051B","13553","false","01230000000bdAnAAI","51008400","2013-05-01"
"","T-9076L","TM","2999-12-31","GN BT-9076L","BT-9076L","13554","false","01230000000bdAnAAI","51008401","2013-05-01"
"","T-9101M","TM","2999-12-31","GN BT-9101M","BT-9101M","13556","false","01230000000bdAnAAI","51008403","2013-05-01"
"","T-9104C","TM","2999-12-31","GN BT-9104C","BT-9104C","13557","false","01230000000bdAnAAI","51008404","2013-05-01"
"","T-9131K","TM","2999-12-31","GN BT-9131K","BT-9131K","13558","false","01230000000bdAnAAI","51008405","2013-05-01"
"","T-9163J","TM","2999-12-31","GN BT-9163J","BT-9163J","13559","false","01230000000bdAnAAI","51008406","2013-05-01"
"","WOLLE-8802B","TM","2999-12-31","BT-ZWOLLE-8802B","BT-8802B","13561","false","01230000000bdAnAAI","51008408","2013-05-01"
"","WOLLE-8831X","TM","2999-12-31","BT-ZWOLLE-8831X","BT-8831X","13562","false","01230000000bdAnAAI","51008409","2013-05-01"
"","WOLLE-8861C","TM","2999-12-31","BT-ZWOLLE-8861C","BT-8861C","13563","false","01230000000bdAnAAI","51008410","2013-05-01"
"","WOLLE-8899C","TM","2999-12-31","BT-ZWOLLE-8899C","BT-8899C","13564","false","01230000000bdAnAAI","51008411","2013-05-01"
"","T-9035V","TM","2999-12-31","GN BT-9035V","BT-9035V","13565","false","01230000000bdAnAAI","51008412","2013-05-01"
"","GV-TL01","TML","2999-12-31","VB-HGV-TL01","VB-HGV-TL01","","false","012a0000001ZQt4AAG","51008451","2013-05-01"
"","GV01 638 639","TM","2999-12-31","VT-HGV01 638 639","VT-HGV01","13588","false","01230000000bdAnAAI","51008452","2013-05-01"
"","GV02 640 641","TM","2999-12-31","VT-HGV02 640 641","VT-HGV02","13589","false","01230000000bdAnAAI","51008453","2013-05-01"
"","GV-TL02","TML","2999-12-31","VB-HGV-TL02","VB-HGV-TL02","","false","012a0000001ZQt4AAG","51008458","2013-05-01"
"","RV04 8400-29,9204-9219,9260-82","TM","2999-12-31","VT-HRV04 8400-29,9204-9219,9260-82","VT-HRV04","13627","false","01230000000bdAnAAI","51008493","2013-05-03"
"","RV-TL04","TML","2999-12-31","VB-HRV-TL04","VB-HRV-TL04","","false","012a0000001ZQt4AAG","51008496","2013-05-03"
"","WOLLE-8401D","TM","2999-12-31","BT-ZWOLLE-8401D","BT-8401D","13646","false","01230000000bdAnAAI","51008512","2013-05-03"
"","WOLLE-8431H","TM","2999-12-31","BT-ZWOLLE-8431H","BT-8431H","13647","false","01230000000bdAnAAI","51008513","2013-05-03"
"","WOLLE-8471P","TM","2999-12-31","BT-ZWOLLE-8471P","BT-8471P","13648","false","01230000000bdAnAAI","51008514","2013-05-03"
"","WOLLE-8441G","TM","2999-12-31","BT-ZWOLLE-8441G","BT-8441G","13650","false","01230000000bdAnAAI","51008516","2013-05-03"
"","WOLLE-8446E","TM","2999-12-31","BT-ZWOLLE-8446E","BT-8446E","13651","false","01230000000bdAnAAI","51008517","2013-05-03"
"","WOLLE-8465N","TM","2999-12-31","BT-ZWOLLE-8465N","BT-8465N","13652","false","01230000000bdAnAAI","51008518","2013-05-03"
"","WOLLE-8491C","TM","2999-12-31","BT-ZWOLLE-8491C","BT-8491C","13653","false","01230000000bdAnAAI","51008519","2013-05-03"
"","WOLLE-8501Z","TM","2999-12-31","BT-ZWOLLE-8501Z","BT-8501Z","13655","false","01230000000bdAnAAI","51008521","2013-05-03"
"","WOLLE-8531D","TM","2999-12-31","BT-ZWOLLE-8531D","BT-8531D","13656","false","01230000000bdAnAAI","51008522","2013-05-03"
"","WOLLE-8601X","TM","2999-12-31","BT-ZWOLLE-8601X","BT-8601X","13658","false","01230000000bdAnAAI","51008524","2013-05-03"
"","WOLLE-8607C","TM","2999-12-31","BT-ZWOLLE-8607C","BT-8607C","13659","false","01230000000bdAnAAI","51008525","2013-05-03"
"","WOLLE-8711A","TM","2999-12-31","BT-ZWOLLE-8711A","BT-8711A","13661","false","01230000000bdAnAAI","51008527","2013-05-03"
"","WOLLE-8701K","TM","2999-12-31","BT-ZWOLLE-8701K","BT-8701K","13662","false","01230000000bdAnAAI","51008528","2013-05-03"
"","T-9202C","TM","2999-12-31","GN BT-9202C","BT-9202C","13664","false","01230000000bdAnAAI","51008530","2013-05-03"
"","T-9207B","TM","2999-12-31","GN BT-9207B","BT-9207B","13665","false","01230000000bdAnAAI","51008531","2013-05-03"
"","T-9231M","TM","2999-12-31","GN BT-9231M","BT-9231M","13667","false","01230000000bdAnAAI","51008533","2013-05-03"
"","T-9244C","TM","2999-12-31","GN BT-9244C","BT-9244C","13668","false","01230000000bdAnAAI","51008534","2013-05-03"
"","T-9251G","TM","2999-12-31","GN BT-9251G","BT-9251G","13670","false","01230000000bdAnAAI","51008536","2013-05-03"
"","T-9285T","TM","2999-12-31","GN BT-9285T","BT-9285T","13671","false","01230000000bdAnAAI","51008537","2013-05-03"
"","T-9291C","TM","2999-12-31","GN BT-9291C","BT-9291C","13672","false","01230000000bdAnAAI","51008538","2013-05-03"
"","- De Donge VB","VST","2999-12-31","Best - De Donge VB","BT-VB","13678","false","012a0000001ZR7WAAW","51008597","2013-05-01"
"","T-TL01","TML","2999-12-31","VB-BT-TL01","VB-BT-TL01","","false","012a0000001ZQt4AAG","51008598","2013-05-01"
"","T-01 5500-08 5685-99","TM","2999-12-31","VT-BT-01 5500-08 5685-99","VT-BT-01","13680","false","01230000000bdAnAAI","51008599","2013-05-01"
"","T-02 5509-49 5626-29","TM","2999-12-31","VT-BT-02 5509-49 5626-29","VT-BT-02","13681","false","01230000000bdAnAAI","51008600","2013-05-01"
"","T-TL02","TML","2999-12-31","VB-BT-TL02","VB-BT-TL02","","false","012a0000001ZQt4AAG","51008601","2013-05-01"
"","T-03 5620-25 5630-39 5680-84","TM","2999-12-31","VT-BT-03 5620-25 5630-39 5680-84","VT-BT-03","13683","false","01230000000bdAnAAI","51008602","2013-05-01"
"","T-04","TM","2999-12-31","VT-BT-04","VT-BT-04","13684","false","01230000000bdAnAAI","51008603","2013-05-01"
"","T-TL03","TML","2999-12-31","VB-BT-TL03","VB-BT-TL03","","false","012a0000001ZQt4AAG","51008604","2013-05-01"
"","T-05","TM","2999-12-31","VT-BT-05","VT-BT-05","13686","false","01230000000bdAnAAI","51008605","2013-05-01"
"","T-06","TM","2999-12-31","VT-BT-06","VT-BT-06","13687","false","01230000000bdAnAAI","51008606","2013-05-01"
"","T-07","TM","2999-12-31","VT-BT-07","VT-BT-07","13688","false","01230000000bdAnAAI","51008607","2013-05-01"
"","T-08","TM","2999-12-31","VT-BT-08","VT-BT-08","13690","false","01230000000bdAnAAI","51008609","2013-05-01"
"","ant-BT-5502P","TM","2999-12-31","Brabant-BT-5502P","BT-5502P","13697","false","01230000000bdAnAAI","51008616","2013-05-01"
"","ant-BT-5531C","TM","2999-12-31","Brabant-BT-5531C","BT-5531C","13700","false","01230000000bdAnAAI","51008619","2013-05-01"
"","ant-BT-5622A","TM","2999-12-31","Brabant-BT-5622A","BT-5622A","13703","false","01230000000bdAnAAI","51008622","2013-05-01"
"","ant-BT-5632K","TM","2999-12-31","Brabant-BT-5632K","BT-5632K","13704","false","01230000000bdAnAAI","51008623","2013-05-01"
"","ant-BT-5683A","TM","2999-12-31","Brabant-BT-5683A","BT-5683A","13707","false","01230000000bdAnAAI","51008626","2013-05-01"
"","ant-BT-5688E","TM","2999-12-31","Brabant-BT-5688E","BT-5688E","13708","false","01230000000bdAnAAI","51008627","2013-05-01"
"","ant-BT-5626B","TM","2999-12-31","Brabant-BT-5626B","BT-5626B","13710","false","01230000000bdAnAAI","51008629","2013-05-01"
"","ertogenbosch Voorbereiden","VST","2999-12-31","'s-Hertogenbosch Voorbereiden","HT-VB","13823","false","012a0000001ZR7WAAW","51008780","2013-05-29"
"","T-VBTL01","TML","2999-12-31","VB-HT-VBTL01","VB-HT-TL01","","false","012a0000001ZQt4AAG","51008788","2013-05-29"
"","T-VB01 5200-13 5375-99  5407-29","TM","2999-12-31","VT-HT-VB01 5200-13 5375-99  5407-29","VT-HT-01","13832","false","01230000000bdAnAAI","51008789","2013-05-29"
"","T-VBTL02","TML","2999-12-31","VB-HT-VBTL02","VB-HT-TL02","","false","012a0000001ZQt4AAG","51008790","2013-05-29"
"","T-VB02 5214-24 5300-25  5400-06","TM","2999-12-31","VT-HT-VB02 5214-24 5300-25  5400-06","VT-HT-02","13834","false","01230000000bdAnAAI","51008791","2013-05-29"
"","T-VBTL03","TML","2999-12-31","VB-HT-VBTL03","VB-HT-TL03","","false","012a0000001ZQt4AAG","51008792","2013-05-29"
"","T-VB03 5250-61 5450-66  5480-99","TM","2999-12-31","VT-HT-VB03 5250-61 5450-66  5480-99","VT-HT-03","13836","false","01230000000bdAnAAI","51008793","2013-05-29"
"","T-VBTL06","TML","2999-12-31","VB-HT-VBTL06","VB-HT-TL06","","false","012a0000001ZQt4AAG","51008794","2013-05-29"
"","T-VB06 5262-71 5326-43 5467-79","TM","2999-12-31","VT-HT-VB06 5262-71 5326-43 5467-79","VT-HT-06","13838","false","01230000000bdAnAAI","51008795","2013-05-29"
"","T-VBTL07","TML","2999-12-31","VB-HT-VBTL07","VB-HT-TL07","","false","012a0000001ZQt4AAG","51008796","2013-05-29"
"","T-VBTL08","TML","2999-12-31","VB-HT-VBTL08","VB-HT-TL08","","false","012a0000001ZQt4AAG","51008798","2013-05-29"
"","T-VB08","TM","2999-12-31","VT-HT-VB08","VT-HT-08","13842","false","01230000000bdAnAAI","51008799","2013-05-29"
"","T-VBTL09","TML","2999-12-31","VB-HT-VBTL09","VB-HT-TL09","","false","012a0000001ZQt4AAG","51008800","2013-05-29"
"","T-VBTL16","TML","2999-12-31","VB-HT-VBTL16","VB-HT-TL16","","false","012a0000001ZQt4AAG","51008802","2013-05-29"
"","&T","BA5","2999-12-31","VE L&T","PNP-LK-LT","13863","false","012a0000001ZR7MAAW","51008822","2013-05-30"
"","ramma Bureau Retail 2018","BA4","2999-12-31","Programma Bureau Retail 2018","R-PMO","","false","012a0000001ZR7MAAW","51008842","2013-06-03"
"","ne","BA2","2999-12-31","Online","ONLINE","","false","012a0000001ZR7MAAW","51008859","2013-06-14"
"","ne Intelligence","ARE","2999-12-31","Online Intelligence","ONL-WEBINT","13900","false","01230000000bdAkAAI","51008860","2013-06-14"
"","rtise Centrum","ARE","2999-12-31","Expertise Centrum","ONL-EXPCEN","13901","false","01230000000bdAkAAI","51008861","2013-06-14"
"","ations","ARE","2999-12-31","Operations","ONL-DEV.","13902","false","01230000000bdAkAAI","51008862","2013-06-14"
"","ing & Economics & Regelgeving","ARE","2999-12-31","Costing & Economics & Regelgeving","CC&R","","false","01230000000bdAkAAI","51008901","2013-06-24"
"","rol PCS","ARE","2999-12-31","Control PCS","D&DM / BDS","","false","01230000000bdAkAAI","51008909","2013-06-24"
"","aar Voorbereiden","VST","2999-12-31","Alkmaar Voorbereiden","AMR-VB.","13944","false","012a0000001ZR7WAAW","51008914","2013-08-01"
"","dkop Bezorgen","VST","2999-12-31","Noordkop Bezorgen","AMR-BZ","13946","false","012a0000001ZR7WAAW","51008916","2013-08-01"
"","MR-TL01","TML","2999-12-31","VB-AMR-TL01","VB-AMR-TL01","","false","012a0000001ZQt4AAG","51008917","2013-08-01"
"","MR-TL02","TML","2999-12-31","VB-AMR-TL02","VB-AMR-TL02","","false","012a0000001ZQt4AAG","51008918","2013-08-01"
"","MR-TL03","TML","2999-12-31","VB-AMR-TL03","VB-AMR-TL03","","false","012a0000001ZQt4AAG","51008919","2013-08-01"
"","MR-TL04","TML","2999-12-31","VB-AMR-TL04","VB-AMR-TL04","","false","012a0000001ZQt4AAG","51008920","2013-08-01"
"","MR-TL05","TML","2999-12-31","VB-AMR-TL05","VB-AMR-TL05","","false","012a0000001ZQt4AAG","51008921","2013-08-01"
"","MR-01 4463 4464 4465","TM","2999-12-31","VT-AMR-01 4463 4464 4465","VT-AMR01","13952","false","01230000000bdAnAAI","51008922","2013-08-01"
"","MR-04 4466 4472 4473","TM","2999-12-31","VT-AMR-04 4466 4472 4473","VT-AMR04","13955","false","01230000000bdAnAAI","51008925","2013-08-01"
"","MR-07 4474 4475 4476","TM","2999-12-31","VT-AMR-07 4474 4475 4476","VT-AMR07","13958","false","01230000000bdAnAAI","51008928","2013-08-01"
"","MR-10 4482 4483 4484","TM","2999-12-31","VT-AMR-10 4482 4483 4484","VT-AMR10","13963","false","01230000000bdAnAAI","51008933","2013-08-01"
"","OORDKOP-TL01","TML","2999-12-31","BZ-NOORDKOP-TL01","BZ-AMR-TL01","","false","012a0000001ZQt4AAG","51008938","2013-08-01"
"","OORDKOP-TL02","TML","2999-12-31","BZ-NOORDKOP-TL02","BZ-AMR-TL02","","false","012a0000001ZQt4AAG","51008939","2013-08-01"
"","OORDKOP-TL03","TML","2999-12-31","BZ-NOORDKOP-TL03","BZ-AMR-TL03","","false","012a0000001ZQt4AAG","51008940","2013-08-01"
"","OORDKOP-TL04","TML","2999-12-31","BZ-NOORDKOP-TL04","BZ-AMR-TL04","","false","012a0000001ZQt4AAG","51008941","2013-08-01"
"","OORDKOP-TL05","TML","2999-12-31","BZ-NOORDKOP-TL05","BZ-AMR-TL05","","false","012a0000001ZQt4AAG","51008942","2013-08-01"
"","dkop-BT-1701J","TM","2999-12-31","Noordkop-BT-1701J","BT-1701J","13973","false","01230000000bdAnAAI","51008943","2013-08-01"
"","dkop-BT-1742N","TM","2999-12-31","Noordkop-BT-1742N","BT-1742N","13974","false","01230000000bdAnAAI","51008944","2013-08-01"
"","dkop-BT-1811N","TM","2999-12-31","Noordkop-BT-1811N","BT-1811N","13975","false","01230000000bdAnAAI","51008945","2013-08-01"
"","dkop-BT-1841G","TM","2999-12-31","Noordkop-BT-1841G","BT-1841G","13977","false","01230000000bdAnAAI","51008947","2013-08-01"
"","ant-BT-5613D","TM","2999-12-31","Brabant-BT-5613D","BT-5613D","13993","false","01230000000bdAnAAI","51008963","2013-07-01"
"","ant-BT-5642J","TM","2999-12-31","Brabant-BT-5642J","BT-5642J","13994","false","01230000000bdAnAAI","51008964","2013-07-01"
"","ant-BT-5643N","TM","2999-12-31","Brabant-BT-5643N","BT-5643N","13995","false","01230000000bdAnAAI","51008965","2013-07-01"
"","ant-BT-5654H","TM","2999-12-31","Brabant-BT-5654H","BT-5654H","13996","false","01230000000bdAnAAI","51008966","2013-07-01"
"","ant-BT-5658G","TM","2999-12-31","Brabant-BT-5658G","BT-5658G","13997","false","01230000000bdAnAAI","51008967","2013-07-01"
"","&Maas-BT-5666G","TM","2999-12-31","Peel&Maas-BT-5666G","BT-5666G","13998","false","01230000000bdAnAAI","51008968","2013-07-01"
"","&Maas-BT-5671G","TM","2999-12-31","Peel&Maas-BT-5671G","BT-5671G","13999","false","01230000000bdAnAAI","51008969","2013-07-01"
"","em Bezorgen","VST","2999-12-31","Arnhem Bezorgen","AH-BZ","14002","false","012a0000001ZR7WAAW","51008973","2013-07-01"
"","H-TL01","TML","2999-12-31","BZ-AH-TL01","BZ-AH-TL01","","false","012a0000001ZQt4AAG","51008979","2013-07-01"
"","H-TL02","TML","2999-12-31","BZ-AH-TL02","BZ-AH-TL02","","false","012a0000001ZQt4AAG","51008980","2013-07-01"
"","H-TL03","TML","2999-12-31","BZ-AH-TL03","BZ-AH-TL03","","false","012a0000001ZQt4AAG","51008981","2013-07-01"
"","T-6843B","TM","2999-12-31","AH BT-6843B","BT-6843B","14011","false","01230000000bdAnAAI","51008982","2013-07-01"
"","T-6882N","TM","2999-12-31","AH BT-6882N","BT-6882N","14012","false","01230000000bdAnAAI","51008983","2013-07-01"
"","T-6811G","TM","2999-12-31","AH BT-6811G","BT-6811G","14013","false","01230000000bdAnAAI","51008984","2013-07-01"
"","T-6822H","TM","2999-12-31","AH BT-6822H","BT-6822H","14014","false","01230000000bdAnAAI","51008985","2013-07-01"
"","T-6824G","TM","2999-12-31","AH BT-6824G","BT-6824G","14015","false","01230000000bdAnAAI","51008986","2013-07-01"
"","T-6828B","TM","2999-12-31","AH BT-6828B","BT-6828B","14016","false","01230000000bdAnAAI","51008987","2013-07-01"
"","T-6836N","TM","2999-12-31","AH BT-6836N","BT-6836N","14017","false","01230000000bdAnAAI","51008988","2013-07-01"
"","T-6852E","TM","2999-12-31","AH BT-6852E","BT-6852E","14018","false","01230000000bdAnAAI","51008989","2013-07-01"
"admi team oost","sfoort Bezorgen","VST","2999-12-31","Amersfoort Bezorgen","AMF-BZ","14019","false","012a0000001ZR7WAAW","51008990","2013-07-01"
"","MF-TL01","TML","2999-12-31","BZ-AMF-TL01","BZ-AMF-TL01","","false","012a0000001ZQt4AAG","51008996","2013-07-01"
"","MF-TL02","TML","2999-12-31","BZ-AMF-TL02","BZ-AMF-TL02","","false","012a0000001ZQt4AAG","51008997","2013-07-01"
"","MF-TL03","TML","2999-12-31","BZ-AMF-TL03","BZ-AMF-TL03","","false","012a0000001ZQt4AAG","51008998","2013-07-01"
"","BT-3817S","TM","2999-12-31","AMF BT-3817S","BT-3817S","14030","false","01230000000bdAnAAI","51009001","2013-07-01"
"","BT-3831C","TM","2999-12-31","AMF BT-3831C","BT-3831C","14031","false","01230000000bdAnAAI","51009002","2013-07-01"
"","BT-3823G","TM","2999-12-31","AMF BT-3823G","BT-3823G","14032","false","01230000000bdAnAAI","51009003","2013-07-01"
"","BT-3828V","TM","2999-12-31","AMF BT-3828V","BT-3828V","14034","false","01230000000bdAnAAI","51009005","2013-07-01"
"","ant-BT-5011M","TM","2999-12-31","Brabant-BT-5011M","BT-5011M","14045","false","01230000000bdAnAAI","51009017","2013-07-01"
"","ant-BT-5017G","TM","2999-12-31","Brabant-BT-5017G","BT-5017G","14046","false","01230000000bdAnAAI","51009018","2013-07-01"
"","ant-BT-5046L","TM","2999-12-31","Brabant-BT-5046L","BT-5046L","14047","false","01230000000bdAnAAI","51009019","2013-07-01"
"","ant-BT-5056E","TM","2999-12-31","Brabant-BT-5056E","BT-5056E","14048","false","01230000000bdAnAAI","51009020","2013-07-01"
"","ant-BT-5104G","TM","2999-12-31","Brabant-BT-5104G","BT-5104G","14049","false","01230000000bdAnAAI","51009021","2013-07-01"
"","ant-BT-5021L","TM","2999-12-31","Brabant-BT-5021L","BT-5021L","14050","false","01230000000bdAnAAI","51009022","2013-07-01"
"","ant-BT-5025J","TM","2999-12-31","Brabant-BT-5025J","BT-5025J","14051","false","01230000000bdAnAAI","51009023","2013-07-01"
"","ant-BT-5035H","TM","2999-12-31","Brabant-BT-5035H","BT-5035H","14055","false","01230000000bdAnAAI","51009027","2013-07-01"
"","ant-BT-5038N","TM","2999-12-31","Brabant-BT-5038N","BT-5038N","14056","false","01230000000bdAnAAI","51009028","2013-07-01"
"","ant-BT-5044J","TM","2999-12-31","Brabant-BT-5044J","BT-5044J","14058","false","01230000000bdAnAAI","51009030","2013-07-01"
"","ant-BT-5121J","TM","2999-12-31","Brabant-BT-5121J","BT-5121J","14059","false","01230000000bdAnAAI","51009031","2013-07-01"
"","ant-BT-5071E","TM","2999-12-31","Brabant-BT-5071E","BT-5071E","14061","false","01230000000bdAnAAI","51009033","2013-07-01"
"","ant-BT-5081P","TM","2999-12-31","Brabant-BT-5081P","BT-5081P","14062","false","01230000000bdAnAAI","51009034","2013-07-01"
"","em Voorbereiden","VST","2999-12-31","Arnhem Voorbereiden","AH-VB","14063","false","012a0000001ZR7WAAW","51009035","2013-07-01"
"","H-TL01","TML","2999-12-31","VB-AH-TL01","VB-AH-TL01","","false","012a0000001ZQt4AAG","51009036","2013-07-01"
"","H-TL02","TML","2999-12-31","VB-AH-TL02","VB-AH-TL02","","false","012a0000001ZQt4AAG","51009037","2013-07-01"
"","H-TL03","TML","2999-12-31","VB-AH-TL03","VB-AH-TL03","","false","012a0000001ZQt4AAG","51009038","2013-07-01"
"","H01 401 402","TM","2999-12-31","VT-AH01 401 402","VT-AH01","14067","false","01230000000bdAnAAI","51009040","2013-07-01"
"","H02 403 404","TM","2999-12-31","VT-AH02 403 404","VT-AH02","14068","false","01230000000bdAnAAI","51009041","2013-07-01"
"","H03 405 407","TM","2999-12-31","VT-AH03 405 407","VT-AH03","14069","false","01230000000bdAnAAI","51009042","2013-07-01"
"","H04 VT-AH04 408 409","TM","2999-12-31","VT-AH04 VT-AH04 408 409","VT-AH04","14070","false","01230000000bdAnAAI","51009043","2013-07-01"
"","H05 410 411","TM","2999-12-31","VT-AH05 410 411","VT-AH05","14071","false","01230000000bdAnAAI","51009044","2013-07-01"
"","H06 412 413","TM","2999-12-31","VT-AH06 412 413","VT-AH06","14072","false","01230000000bdAnAAI","51009045","2013-07-01"
"","H07 414 415","TM","2999-12-31","VT-AH07 414 415","VT-AH07","14073","false","01230000000bdAnAAI","51009046","2013-07-01"
"","H08 416 417","TM","2999-12-31","VT-AH08 416 417","VT-AH08","14074","false","01230000000bdAnAAI","51009047","2013-07-01"
"","T-9581K","TM","2999-12-31","GN BT-9581K","BT-9581K","14187","false","01230000000bdAnAAI","51009165","2013-07-01"
"","T-9641J","TM","2999-12-31","GN BT-9641J","BT-9641J","14188","false","01230000000bdAnAAI","51009166","2013-07-01"
"","T-9642P","TM","2999-12-31","GN BT-9642P","BT-9642P","14189","false","01230000000bdAnAAI","51009167","2013-07-01"
"","T-9649H","TM","2999-12-31","GN BT-9649H","BT-9649H","14190","false","01230000000bdAnAAI","51009168","2013-07-01"
"","T-6511E","TM","2999-12-31","AH BT-6511E","BT-6511E","14241","false","01230000000bdAnAAI","51009219","2013-07-01"
"","T-6533N","TM","2999-12-31","AH BT-6533N","BT-6533N","14242","false","01230000000bdAnAAI","51009220","2013-07-01"
"","T-6542S","TM","2999-12-31","AH BT-6542S","BT-6542S","14243","false","01230000000bdAnAAI","51009221","2013-07-01"
"","T-6562A","TM","2999-12-31","AH BT-6562A","BT-6562A","14244","false","01230000000bdAnAAI","51009222","2013-07-01"
"","T-9665J","TM","2999-12-31","GN BT-9665J","BT-9665J","14191","false","01230000000bdAnAAI","51009169","2013-07-01"
"","T-9671K","TM","2999-12-31","GN BT-9671K","BT-9671K","14192","false","01230000000bdAnAAI","51009170","2013-07-01"
"","T-9679B","TM","2999-12-31","GN BT-9679B","BT-9679B","14193","false","01230000000bdAnAAI","51009171","2013-07-01"
"","T-9695A","TM","2999-12-31","GN BT-9695A","BT-9695A","14194","false","01230000000bdAnAAI","51009172","2013-07-01"
"","BT-9403M","TM","2999-12-31","ASN BT-9403M","BT-9403M","14196","false","01230000000bdAnAAI","51009174","2013-07-01"
"","BT-9406X","TM","2999-12-31","ASN BT-9406X","BT-9406X","14197","false","01230000000bdAnAAI","51009175","2013-07-01"
"","BT-9407T","TM","2999-12-31","ASN BT-9407T","BT-9407T","14198","false","01230000000bdAnAAI","51009176","2013-07-01"
"","BT-9411K","TM","2999-12-31","ASN BT-9411K","BT-9411K","14199","false","01230000000bdAnAAI","51009177","2013-07-01"
"","BT-9422E","TM","2999-12-31","ASN BT-9422E","BT-9422E","14200","false","01230000000bdAnAAI","51009178","2013-07-01"
"","B-03 5043-45 5066-89 5090-5109","TM","2999-12-31","VT-TB-03 5043-45 5066-89 5090-5109","VT-TB-03","14087","false","01230000000bdAnAAI","51009062","2013-07-01"
"","B-04 5046-51 5130-44","TM","2999-12-31","VT-TB-04 5046-51 5130-44","VT-TB-04","14088","false","01230000000bdAnAAI","51009063","2013-07-01"
"","B-11","TM","2999-12-31","VT-TB-11","VT-TB-11","14090","false","01230000000bdAnAAI","51009065","2013-07-01"
"","B-13","TM","2999-12-31","VT-TB-13","VT-TB-13","14092","false","01230000000bdAnAAI","51009067","2013-07-01"
"","B-14","TM","2999-12-31","VT-TB-14","VT-TB-14","14093","false","01230000000bdAnAAI","51009068","2013-07-01"
"","B-15","TM","2999-12-31","VT-TB-15","VT-TB-15","14094","false","01230000000bdAnAAI","51009069","2013-07-01"
"admi team oost","ingen Bezorgen","VST","2999-12-31","Groningen Bezorgen","GN-BZ","14097","false","012a0000001ZR7WAAW","51009073","2013-07-01"
"","N-TL01","TML","2999-12-31","BZ-GN-TL01","BZ-GN-TL01","","false","012a0000001ZQt4AAG","51009087","2013-07-01"
"","N-TL02","TML","2999-12-31","BZ-GN-TL02","BZ-GN-TL02","","false","012a0000001ZQt4AAG","51009088","2013-07-01"
"","N-TL03","TML","2999-12-31","BZ-GN-TL03","BZ-GN-TL03","","false","012a0000001ZQt4AAG","51009089","2013-07-01"
"","N-TL04","TML","2999-12-31","BZ-GN-TL04","BZ-GN-TL04","","false","012a0000001ZQt4AAG","51009090","2013-07-01"
"","N-TL05","TML","2999-12-31","BZ-GN-TL05","BZ-GN-TL05","","false","012a0000001ZQt4AAG","51009091","2013-07-01"
"","N-TL06","TML","2999-12-31","BZ-GN-TL06","BZ-GN-TL06","","false","012a0000001ZQt4AAG","51009092","2013-07-01"
"","T-9711K","TM","2999-12-31","GN BT-9711K","BT-9711K","14117","false","01230000000bdAnAAI","51009093","2013-07-01"
